Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,BX80684I99900KS,Intel,Core i9-9900KS,1,103,8343,https://cpu.userbenchmark.com/SpeedTest/929964/IntelR-CoreTM-i9-9900KS-CPU---400GHz
CPU,BX8070110900K,Intel,Core i9-10900K,2,102,18806,https://cpu.userbenchmark.com/Intel-Core-i9-10900K/Rating/4071
CPU,BX8070110900KF,Intel,Core i9-10900KF,3,102,2814,https://cpu.userbenchmark.com/SpeedTest/1174369/IntelR-CoreTM-i9-10900KF-CPU---370GHz
CPU,BX8070110850K,Intel,Core i9-10850K,4,101,8334,https://cpu.userbenchmark.com/SpeedTest/1255865/IntelR-CoreTM-i9-10850K-CPU---360GHz
CPU,100-100000059WOF,AMD,Ryzen 9 5950X,5,101,1729,https://cpu.userbenchmark.com/AMD-Ryzen-9-5950X/Rating/4086
CPU,100-100000061WOF,AMD,Ryzen 9 5900X,6,101,3869,https://cpu.userbenchmark.com/AMD-Ryzen-9-5900X/Rating/4087
CPU,100-100000063WOF,AMD,Ryzen 7 5800X,7,99.8,6892,https://cpu.userbenchmark.com/AMD-Ryzen-7-5800X/Rating/4085
CPU,BX8070110700K,Intel,Core i7-10700K,8,98.9,45326,https://cpu.userbenchmark.com/Intel-Core-i7-10700K/Rating/4070
CPU,BX8070110900F,Intel,Core i9-10900F,9,98.4,751,https://cpu.userbenchmark.com/SpeedTest/1196789/IntelR-CoreTM-i9-10900F-CPU---280GHz
CPU,BX8070110700KF,Intel,Core i7-10700KF,10,98.4,2420,https://cpu.userbenchmark.com/SpeedTest/1171560/IntelR-CoreTM-i7-10700KF-CPU---380GHz
CPU,BX80684I79700K,Intel,Core i7-9700K,11,98.4,305924,https://cpu.userbenchmark.com/Intel-Core-i7-9700K/Rating/4030
CPU,BX80684I99900K,Intel,Core i9-9900K,12,98,295348,https://cpu.userbenchmark.com/Intel-Core-i9-9900K/Rating/4028
CPU,BX80684I79700KF,Intel,Core i7-9700KF,13,98,16880,https://cpu.userbenchmark.com/SpeedTest/710154/IntelR-CoreTM-i7-9700KF-CPU---360GHz
CPU,,Intel,Core i9-10900,14,97.8,2155,https://cpu.userbenchmark.com/SpeedTest/1169242/IntelR-CoreTM-i9-10900-CPU---280GHz
CPU,BX80684I99900KF,Intel,Core i9-9900KF,15,97.8,10605,https://cpu.userbenchmark.com/SpeedTest/764533/IntelR-CoreTM-i9-9900KF-CPU---360GHz
CPU,100-100000065BOX,AMD,Ryzen 5 5600X,16,96.8,11223,https://cpu.userbenchmark.com/AMD-Ryzen-5-5600X/Rating/4084
CPU,BX8070110600KF,Intel,Core i5-10600KF,17,96.1,792,https://cpu.userbenchmark.com/SpeedTest/1225152/IntelR-CoreTM-i5-10600KF-CPU---410GHz
CPU,BX8070110700,Intel,Core i7-10700,18,95.7,12670,https://cpu.userbenchmark.com/Intel-Core-i7-10700/Rating/4077
CPU,BX80684I59600K,Intel,Core i5-9600K,19,95.6,218855,https://cpu.userbenchmark.com/Intel-Core-i5-9600K/Rating/4031
CPU,BX8070110600K,Intel,Core i5-10600K,20,95.4,13935,https://cpu.userbenchmark.com/Intel-Core-i5-10600K/Rating/4072
CPU,BX8070110700F,Intel,Core i7-10700F,21,95.3,2910,https://cpu.userbenchmark.com/SpeedTest/1183814/IntelR-CoreTM-i7-10700F-CPU---290GHz
CPU,BX80684I59600KF,Intel,Core i5-9600KF,22,94.9,32756,https://cpu.userbenchmark.com/SpeedTest/772658/IntelR-CoreTM-i5-9600KF-CPU---370GHz
CPU,BX80684I79700F,Intel,Core i7-9700F,23,94.5,22357,https://cpu.userbenchmark.com/SpeedTest/816132/IntelR-CoreTM-i7-9700F-CPU---300GHz
CPU,BX80684I78086K,Intel,Core i7-8086K,24,94.4,31293,https://cpu.userbenchmark.com/SpeedTest/516988/IntelR-CoreTM-i7-8086K-CPU---400GHz
CPU,BX80684I99900,Intel,Core i9-9900,25,94.2,5353,https://cpu.userbenchmark.com/SpeedTest/816115/IntelR-CoreTM-i9-9900-CPU---310GHz
CPU,BX8070110600,Intel,Core i5-10600,26,94.1,1838,https://cpu.userbenchmark.com/Intel-Core-i5-10600/Rating/4069
CPU,BX80684I79700,Intel,Core i7-9700,27,93.9,38673,https://cpu.userbenchmark.com/SpeedTest/816180/IntelR-CoreTM-i7-9700-CPU---300GHz
CPU,BX80684I58600K,Intel,Core i5-8600K,28,93,195699,https://cpu.userbenchmark.com/Intel-Core-i5-8600K/Rating/3941
CPU,BX80684I59600,Intel,Core i5-9600,29,92.8,438,https://cpu.userbenchmark.com/SpeedTest/853186/IntelR-CoreTM-i5-9600-CPU---310GHz
CPU,BX80684I78700K,Intel,Core i7-8700K,30,92.7,559091,https://cpu.userbenchmark.com/Intel-Core-i7-8700K/Rating/3937
CPU,BX8070110500,Intel,Core i5-10500,31,91.6,1557,https://cpu.userbenchmark.com/Intel-Core-i5-10500/Rating/4078
CPU,BX80684I39350KF,Intel,Core i3-9350KF,32,90.2,530,https://cpu.userbenchmark.com/Intel-Core-i3-9350KF/Rating/4055
CPU,BX80684I78700,Intel,Core i7-8700,33,90,231350,https://cpu.userbenchmark.com/Intel-Core-i7-8700/Rating/3940
CPU,,Intel,Core i3-10320,34,89.7,100,https://cpu.userbenchmark.com/SpeedTest/1180543/IntelR-CoreTM-i3-10320-CPU---380GHz
CPU,BX80684I59500,Intel,Core i5-9500,35,89.2,3195,https://cpu.userbenchmark.com/SpeedTest/825467/IntelR-CoreTM-i5-9500-CPU---300GHz
CPU,100-100000279WOF,AMD,Ryzen 7 3800XT,36,89.1,4153,https://cpu.userbenchmark.com/SpeedTest/1218139/AMD-Ryzen-7-3800XT-8-Core-Processor
CPU,,Intel,Core i9-10980HK,37,89,1576,https://cpu.userbenchmark.com/SpeedTest/1065893/IntelR-CoreTM-i9-10980HK-CPU---240GHz
CPU,BX8070110400,Intel,Core i5-10400,38,88.9,10886,https://cpu.userbenchmark.com/Intel-Core-i5-10400/Rating/4073
CPU,BX8070110400F,Intel,Core i5-10400F,39,88.8,9477,https://cpu.userbenchmark.com/Intel-Core-i5-10400F/Rating/4079
CPU,100-100000277WOF,AMD,Ryzen 9 3900XT,40,88.7,8591,https://cpu.userbenchmark.com/SpeedTest/1202614/AMD-Ryzen-9-3900XT-12-Core-Processor
CPU,BX80684I58600,Intel,Core i5-8600,41,88.6,13053,https://cpu.userbenchmark.com/SpeedTest/477251/IntelR-CoreTM-i5-8600-CPU---310GHz
CPU,100-100000051WOF,AMD,Ryzen 9 3950X,42,88.6,24798,https://cpu.userbenchmark.com/AMD-Ryzen-9-3950X/Rating/4057
CPU,BX8069510940X,Intel,Core i9-10940X,43,88.4,632,https://cpu.userbenchmark.com/SpeedTest/932085/IntelR-CoreTM-i9-10940X-CPU---330GHz
CPU,100-100000025BOX,AMD,Ryzen 7 3800X,44,88.3,97868,https://cpu.userbenchmark.com/AMD-Ryzen-7-3800X/Rating/4047
CPU,100-100000023BOX,AMD,Ryzen 9 3900X,45,88.1,174815,https://cpu.userbenchmark.com/AMD-Ryzen-9-3900X/Rating/4044
CPU,BX80671I76900K,Intel,Core i7-6900K,46,87.9,5185,https://cpu.userbenchmark.com/Intel-Core-i7-6900K/Rating/3605
CPU,BX8069510920X,Intel,Core i9-10920X,47,87.8,899,https://cpu.userbenchmark.com/SpeedTest/931866/IntelR-CoreTM-i9-10920X-CPU---350GHz
CPU,BX80677I77740X,Intel,Core i7-7740X,48,87.7,3936,https://cpu.userbenchmark.com/SpeedTest/304932/IntelR-CoreTM-i7-7740X-CPU---430GHz
CPU,BX80677I77700K,Intel,Core i7-7700K,49,87.5,473906,https://cpu.userbenchmark.com/Intel-Core-i7-7700K/Rating/3647
CPU,BX8069510900X,Intel,Core i9-10900X,50,87.3,1875,https://cpu.userbenchmark.com/SpeedTest/969950/IntelR-CoreTM-i9-10900X-CPU---370GHz
CPU,BX8070110300,Intel,Core i3-10300,51,87.2,67,https://cpu.userbenchmark.com/Intel-Core-i3-10300/Rating/4074
CPU,BX80673I99920X,Intel,Core i9-9920X,52,87.2,779,https://cpu.userbenchmark.com/SpeedTest/656219/IntelR-CoreTM-i9-9920X-CPU---350GHz
CPU,100-100000071BOX,AMD,Ryzen 7 3700X,53,87.1,400485,https://cpu.userbenchmark.com/AMD-Ryzen-7-3700X/Rating/4043
CPU,BX80684I58500,Intel,Core i5-8500,54,87,24702,https://cpu.userbenchmark.com/SpeedTest/447884/IntelR-CoreTM-i5-8500-CPU---300GHz
CPU,,Intel,Core i7-10875H,55,86.9,6793,https://cpu.userbenchmark.com/SpeedTest/1111393/IntelR-CoreTM-i7-10875H-CPU---230GHz
CPU,BX80684I59400,Intel,Core i5-9400,56,86.8,13316,https://cpu.userbenchmark.com/SpeedTest/735306/IntelR-CoreTM-i5-9400-CPU---290GHz
CPU,BX80684I59400F,Intel,Core i5-9400F,57,86.8,155015,https://cpu.userbenchmark.com/Intel-Core-i5-9400F/Rating/4051
CPU,,Intel,Core i7-10700T,58,86.7,135,https://cpu.userbenchmark.com/SpeedTest/1218230/IntelR-CoreTM-i7-10700T-CPU---200GHz
CPU,BX80671I76950X,Intel,Core i7-6950X,59,86.7,3961,https://cpu.userbenchmark.com/Intel-Core-i7-6950X/Rating/3604
CPU,,Intel,Core i5-10600T,60,86.7,6,https://cpu.userbenchmark.com/SpeedTest/1250930/IntelR-CoreTM-i5-10600T-CPU---240GHz
CPU,BX80673I99940X,Intel,Core i9-9940X,61,86.6,1106,https://cpu.userbenchmark.com/SpeedTest/641326/IntelR-CoreTM-i9-9940X-CPU---330GHz
CPU,,Intel,Core i9-10900T,62,86.4,27,https://cpu.userbenchmark.com/SpeedTest/1238258/IntelR-CoreTM-i9-10900T-CPU---190GHz
CPU,100-100000281BOX,AMD,Ryzen 5 3600XT,63,86.4,12242,https://cpu.userbenchmark.com/SpeedTest/1211585/AMD-Ryzen-5-3600XT-6-Core-Processor
CPU,,AMD,Ryzen 9 4900HS,64,86.1,3839,https://cpu.userbenchmark.com/SpeedTest/1084184/AMD-Ryzen-9-4900HS-with-Radeon-Graphics
CPU,BX80673I99960X,Intel,Core i9-9960X,65,86.1,513,https://cpu.userbenchmark.com/SpeedTest/653060/IntelR-CoreTM-i9-9960X-CPU---310GHz
CPU,,Intel,Core i9-10885H,66,86,665,https://cpu.userbenchmark.com/SpeedTest/1174414/IntelR-CoreTM-i9-10885H-CPU---240GHz
CPU,BX80671I76850K,Intel,Core i7-6850K,67,85.9,20554,https://cpu.userbenchmark.com/Intel-Core-i7-6850K/Rating/3606
CPU,BX80677I57640X,Intel,Core i5-7640X,68,85.8,2046,https://cpu.userbenchmark.com/SpeedTest/310543/IntelR-CoreTM-i5-7640X-CPU---400GHz
CPU,100-100000022BOX,AMD,Ryzen 5 3600X,69,85.3,188726,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600X/Rating/4041
CPU,BX8070110100F,Intel,Core i3-10100F,70,85.3,899,https://cpu.userbenchmark.com/Intel-Core-i3-10100F/Rating/4082
CPU,BX80673I99900X,Intel,Core i9-9900X,71,85.3,2163,https://cpu.userbenchmark.com/SpeedTest/639130/IntelR-CoreTM-i9-9900X-CPU---350GHz
CPU,BX8070110100,Intel,Core i3-10100,72,85.2,3878,https://cpu.userbenchmark.com/Intel-Core-i3-10100/Rating/4075
CPU,100-1000000158,AMD,Ryzen 5 3500X,73,85.2,12089,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500X/Rating/4052
CPU,BX80684I58400,Intel,Core i5-8400,74,85.1,216553,https://cpu.userbenchmark.com/Intel-Core-i5-8400/Rating/3939
CPU,100-100000010WOF,AMD,Ryzen TR 3960X,75,84.9,2358,https://cpu.userbenchmark.com/SpeedTest/969111/AMD-Ryzen-Threadripper-3960X-24-Core-Processor
CPU,BX80673I97960X,Intel,Core i9-7960X,76,84.9,1660,https://cpu.userbenchmark.com/SpeedTest/357952/IntelR-CoreTM-i9-7960X-CPU---280GHz
CPU,BX80684I38350K,Intel,Core i3-8350K,77,84.7,19374,https://cpu.userbenchmark.com/Intel-Core-i3-8350K/Rating/3935
CPU,,Intel,Core i7-10850H,78,84.6,583,https://cpu.userbenchmark.com/SpeedTest/1160496/IntelR-CoreTM-i7-10850H-CPU---270GHz
CPU,BX80648I75960X,Intel,Core i7-5960X,79,84.6,12503,https://cpu.userbenchmark.com/Intel-Core-i7-5960X/Rating/2580
CPU,,Intel,Core i7-10750H,80,84.5,42154,https://cpu.userbenchmark.com/SpeedTest/1053158/IntelR-CoreTM-i7-10750H-CPU---260GHz
CPU,BX80673I79800X,Intel,Core i7-9800X,81,84.4,2172,https://cpu.userbenchmark.com/SpeedTest/651256/IntelR-CoreTM-i7-9800X-CPU---380GHz
CPU,BX8069510980XE,Intel,Core i9-10980XE,82,84.4,896,https://cpu.userbenchmark.com/SpeedTest/935899/IntelR-CoreTM-i9-10980XE-CPU---300GHz
CPU,,AMD,Ryzen 7 4800HS,83,84.4,2936,https://cpu.userbenchmark.com/SpeedTest/1064059/AMD-Ryzen-7-4800HS-with-Radeon-Graphics
CPU,,AMD,Ryzen 9 4900H,84,84.3,1255,https://cpu.userbenchmark.com/SpeedTest/1185620/AMD-Ryzen-9-4900H-with-Radeon-Graphics
CPU,100-100000031BOX,AMD,Ryzen 5 3600,85,84.2,568854,https://cpu.userbenchmark.com/AMD-Ryzen-5-3600/Rating/4040
CPU,BX80662I76700K,Intel,Core i7-6700K,86,84.2,494161,https://cpu.userbenchmark.com/Intel-Core-i7-6700K/Rating/3502
CPU,,Intel,Core i5-10500T,87,84.2,45,https://cpu.userbenchmark.com/SpeedTest/1204939/IntelR-CoreTM-i5-10500T-CPU---230GHz
CPU,BX80673I99820X,Intel,Core i9-9820X,88,84.2,1426,https://cpu.userbenchmark.com/SpeedTest/651318/IntelR-CoreTM-i9-9820X-CPU---330GHz
CPU,BX80673I97940X,Intel,Core i9-7940X,89,84.2,3001,https://cpu.userbenchmark.com/SpeedTest/353078/IntelR-CoreTM-i9-7940X-CPU---310GHz
CPU,100-000000098,AMD,Ryzen 7 4800H,90,84,14766,https://cpu.userbenchmark.com/SpeedTest/1032976/AMD-Ryzen-7-4800H-with-Radeon-Graphics
CPU,100-100000011WOF,AMD,Ryzen TR 3970X,91,83.9,1981,https://cpu.userbenchmark.com/SpeedTest/970030/AMD-Ryzen-Threadripper-3970X-32-Core-Processor
CPU,BX80673I99980X,Intel,Core i9-9980XE,92,83.9,1326,https://cpu.userbenchmark.com/SpeedTest/652504/IntelR-CoreTM-i9-9980XE-CPU---300GHz
CPU,,Intel,Core i9-9980HK,93,83.9,4514,https://cpu.userbenchmark.com/SpeedTest/797907/IntelR-CoreTM-i9-9980HK-CPU---240GHz
CPU,BX80673I97900X,Intel,Core i9-7900X,94,83.8,11554,https://cpu.userbenchmark.com/Intel-Core-i9-7900X/Rating/3936
CPU,100-1000000050,AMD,Ryzen 5 3500,95,83.7,6630,https://cpu.userbenchmark.com/AMD-Ryzen-5-3500/Rating/4053
CPU,BX80658i75775C,Intel,Core i7-5775C,96,83.6,1460,https://cpu.userbenchmark.com/SpeedTest/30276/IntelR-CoreTM-i7-5775C-CPU---330GHz
CPU,BX80646I74790K,Intel,Core i7-4790K,97,83.5,359413,https://cpu.userbenchmark.com/Intel-Core-i7-4790K/Rating/2384
CPU,BX80677I57600K,Intel,Core i5-7600K,98,83.3,164853,https://cpu.userbenchmark.com/Intel-Core-i5-7600K/Rating/3885
CPU,BX80671I76800K,Intel,Core i7-6800K,99,83.2,29404,https://cpu.userbenchmark.com/Intel-Core-i7-6800K/Rating/3607
CPU,CM8068403358708,Intel,Core i5-8600T,100,82.9,177,https://cpu.userbenchmark.com/SpeedTest/506080/IntelR-CoreTM-i5-8600T-CPU---230GHz
CPU,BX80673I77820X,Intel,Core i7-7820X,101,82.9,21512,https://cpu.userbenchmark.com/Intel-Core-i7-7820X/Rating/3928
CPU,CM8068403358413,Intel,Core i7-8700T,102,82.9,2626,https://cpu.userbenchmark.com/SpeedTest/480804/IntelR-CoreTM-i7-8700T-CPU---240GHz
CPU,,Intel,Core i7-9850H,103,82.6,4848,https://cpu.userbenchmark.com/SpeedTest/826055/IntelR-CoreTM-i7-9850H-CPU---260GHz
CPU,BX80673I97920X,Intel,Core i9-7920X,104,82.5,3607,https://cpu.userbenchmark.com/SpeedTest/278103/IntelR-CoreTM-i9-7920X-CPU---350GHz
CPU,CL8068404069006,Intel,Core i9-9880H,105,82.5,6051,https://cpu.userbenchmark.com/SpeedTest/750169/IntelR-CoreTM-i9-9880H-CPU---230GHz
CPU,YD270XBGAFBOX,AMD,Ryzen 7 2700X,106,82.1,403669,https://cpu.userbenchmark.com/AMD-Ryzen-7-2700X/Rating/3958
CPU,BX80648I75930K,Intel,Core i7-5930K,107,81.8,27402,https://cpu.userbenchmark.com/Intel-Core-i7-5930K/Rating/2578
CPU,BX80658i55675C,Intel,Core i5-5675C,108,81.8,809,https://cpu.userbenchmark.com/SpeedTest/31828/IntelR-CoreTM-i5-5675C-CPU---310GHz
CPU,100-000000163,AMD,Ryzen TR 3990X,109,81.8,492,https://cpu.userbenchmark.com/SpeedTest/1035665/AMD-Ryzen-Threadripper-3990X-64-Core-Processor
CPU,100-100000159BOX,AMD,Ryzen 3 3300X,110,81.8,5752,https://cpu.userbenchmark.com/AMD-Ryzen-3-3300X/Rating/4076
CPU,BX80684I39100,Intel,Core i3-9100,111,81.6,5055,https://cpu.userbenchmark.com/SpeedTest/806339/IntelR-CoreTM-i3-9100-CPU---360GHz
CPU,BX80648I75820K,Intel,Core i7-5820K,112,81.3,79600,https://cpu.userbenchmark.com/Intel-Core-i7-5820K/Rating/2579
CPU,BX80684I39100F,Intel,Core i3-9100F,113,81.2,51254,https://cpu.userbenchmark.com/Intel-Core-i3-9100F/Rating/4054
CPU,BX80673I77800X,Intel,Core i7-7800X,114,81.1,15568,https://cpu.userbenchmark.com/SpeedTest/304816/IntelR-CoreTM-i7-7800X-CPU---350GHz
CPU,,Intel,Core i7-8809G,115,81.1,2797,https://cpu.userbenchmark.com/SpeedTest/422264/IntelR-CoreTM-i7-8809G-CPU---310GHz
CPU,,Intel,Xeon E3-1245 v6,116,81.1,362,https://cpu.userbenchmark.com/SpeedTest/299743/IntelR-XeonR-CPU-E3-1245-v6---370GHz
CPU,BX80673I97980X,Intel,Core i9-7980XE,117,80.9,3225,https://cpu.userbenchmark.com/SpeedTest/352013/IntelR-CoreTM-i9-7980XE-CPU---260GHz
CPU,,Intel,Xeon E5-1650 v3,118,80.8,4784,https://cpu.userbenchmark.com/SpeedTest/16320/IntelR-XeonR-CPU-E5-1650-v3---350GHz
CPU,,Intel,Core i5-10200H,119,80.8,73,https://cpu.userbenchmark.com/SpeedTest/1303113/IntelR-CoreTM-i5-10200H-CPU---240GHz
CPU,,Intel,Core i3-10300T,120,80.7,1,https://cpu.userbenchmark.com/SpeedTest/1290166/IntelR-CoreTM-i3-10300T-CPU---300GHz
CPU,BX80633I74960X,Intel,Core i7-4960X,121,80.7,2993,https://cpu.userbenchmark.com/Intel-Core-i7-4960X/Rating/1977
CPU,,Intel,Xeon E3-1270 v6,122,80.4,423,https://cpu.userbenchmark.com/SpeedTest/278175/IntelR-XeonR-CPU-E3-1270-v6---380GHz
CPU,,Intel,Xeon E3-1286 v3,123,80.4,19,https://cpu.userbenchmark.com/SpeedTest/33047/IntelR-XeonR-CPU-E3-1286-v3---370GHz
CPU,,AMD,Ryzen 5 4600HS,124,80.3,435,https://cpu.userbenchmark.com/SpeedTest/1134526/AMD-Ryzen-5-4600HS-with-Radeon-Graphics
CPU,YD260XBCAFBOX,AMD,Ryzen 5 2600X,125,80.2,244665,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600X/Rating/3956
CPU,YD292XA8AFWOF,AMD,Ryzen TR 2920X,126,80.2,2166,https://cpu.userbenchmark.com/SpeedTest/625966/AMD-Ryzen-Threadripper-2920X-12-Core-Processor
CPU,CL8068404121817,Intel,Core i7-9750H,127,80.2,176521,https://cpu.userbenchmark.com/SpeedTest/766364/IntelR-CoreTM-i7-9750H-CPU---260GHz
CPU,BX80662I56600K,Intel,Core i5-6600K,128,80.2,289874,https://cpu.userbenchmark.com/Intel-Core-i5-6600K/Rating/3503
CPU,BX80677I77700,Intel,Core i7-7700,129,80.1,170123,https://cpu.userbenchmark.com/Intel-Core-i7-7700/Rating/3887
CPU,BX80646I54690K,Intel,Core i5-4690K,130,80.1,192085,https://cpu.userbenchmark.com/Intel-Core-i5-4690K/Rating/2432
CPU,,AMD,Ryzen 7 4700G,131,80.1,1,https://cpu.userbenchmark.com/SpeedTest/1135003/AMD-Ryzen-7-4700G-8-Core-Processor
CPU,BX80633I74930K,Intel,Core i7-4930K,132,79.9,14434,https://cpu.userbenchmark.com/Intel-Core-i7-4930K/Rating/1976
CPU,,Intel,Core i5-10400T,133,79.9,104,https://cpu.userbenchmark.com/SpeedTest/1189479/IntelR-CoreTM-i5-10400T-CPU---200GHz
CPU,,Intel,Core i5-9400H,134,79.8,374,https://cpu.userbenchmark.com/SpeedTest/843530/IntelR-CoreTM-i5-9400H-CPU---250GHz
CPU,,Intel,Core i5-10300H,135,79.8,9918,https://cpu.userbenchmark.com/SpeedTest/1027882/IntelR-CoreTM-i5-10300H-CPU---250GHz
CPU,FH8068403419332,Intel,Core i7-8559U,136,79.8,1820,https://cpu.userbenchmark.com/SpeedTest/543591/IntelR-CoreTM-i7-8559U-CPU---270GHz
CPU,BX80684I38300,Intel,Core i3-8300,137,79.6,1505,https://cpu.userbenchmark.com/SpeedTest/484077/IntelR-CoreTM-i3-8300-CPU---370GHz
CPU,,Intel,Core i7-3970X,138,79.6,2388,https://cpu.userbenchmark.com/SpeedTest/6794/IntelR-CoreTM-i7-3970X-CPU---350GHz
CPU,BX80619I73960X,Intel,Core i7-3960X,139,79.5,1709,https://cpu.userbenchmark.com/Intel-Core-i7-3960X/Rating/1973
CPU,100-000000100,AMD,Ryzen 5 4600H,140,79.4,9890,https://cpu.userbenchmark.com/SpeedTest/1110331/AMD-Ryzen-5-4600H-with-Radeon-Graphics
CPU,,Intel,Xeon E5-1650 v2,141,79.4,5368,https://cpu.userbenchmark.com/SpeedTest/7574/IntelR-XeonR-CPU-E5-1650-v2---350GHz
CPU,YD295XA8UGAAF,AMD,Ryzen TR 2950X,142,79.1,6947,https://cpu.userbenchmark.com/SpeedTest/569025/AMD-Ryzen-Threadripper-2950X-16-Core-Processor
CPU,CL8068403805708,Intel,Core i9-8950HK,143,79,11280,https://cpu.userbenchmark.com/SpeedTest/486215/IntelR-CoreTM-i9-8950HK-CPU---290GHz
CPU,CL8068403359524,Intel,Core i7-8750H,144,79,294938,https://cpu.userbenchmark.com/SpeedTest/470418/IntelR-CoreTM-i7-8750H-CPU---220GHz
CPU,100-000000083,AMD,Ryzen 7 4700U,145,78.8,4355,https://cpu.userbenchmark.com/SpeedTest/1105478/AMD-Ryzen-7-4700U-with-Radeon-Graphics
CPU,,Intel,Core i5-10400H,146,78.8,95,https://cpu.userbenchmark.com/SpeedTest/1084904/IntelR-CoreTM-i5-10400H-CPU---260GHz
CPU,BX80677I57600,Intel,Core i5-7600,147,78.8,29538,https://cpu.userbenchmark.com/Intel-Core-i5-7600/Rating/3890
CPU,YD297XAZAFWOF,AMD,Ryzen TR 2970WX,148,78.7,628,https://cpu.userbenchmark.com/SpeedTest/626249/AMD-Ryzen-Threadripper-2970WX-24-Core-Processor
CPU,,Intel,Core i7-5775R,149,78.6,134,https://cpu.userbenchmark.com/SpeedTest/39919/IntelR-CoreTM-i7-5775R-CPU---330GHz
CPU,,Intel,Core i7-5950HQ,150,78.5,147,https://cpu.userbenchmark.com/SpeedTest/29765/IntelR-CoreTM-i7-5950HQ-CPU---290GHz
CPU,BX80646I74770K,Intel,Core i7-4770K,151,78.3,136429,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537
CPU,,Intel,Xeon E3-1230 v6,152,78.3,344,https://cpu.userbenchmark.com/SpeedTest/268848/IntelR-XeonR-CPU-E3-1230-v6---350GHz
CPU,,Intel,Core i3-10100T,153,78.3,30,https://cpu.userbenchmark.com/SpeedTest/1260090/IntelR-CoreTM-i3-10100T-CPU---300GHz
CPU,,Intel,Core i7 X 000,154,78.2,88,https://cpu.userbenchmark.com/SpeedTest/2446/IntelR-CoreTM-i7-CPU-------X-000----333GHz
CPU,CL8068403359725,Intel,Core i7-8850H,155,78.2,11633,https://cpu.userbenchmark.com/SpeedTest/485626/IntelR-CoreTM-i7-8850H-CPU---260GHz
CPU,,Intel,Core i7 X 990,156,78.2,2423,https://cpu.userbenchmark.com/SpeedTest/2590/IntelR-CoreTM-i7-CPU-------X-990----347GHz
CPU,,Intel,Xeon W3690,157,78.1,3212,https://cpu.userbenchmark.com/SpeedTest/9677/IntelR-XeonR-CPU-----------W3690----347GHz
CPU,BX80646I54670K,Intel,Core i5-4670K,158,78,107902,https://cpu.userbenchmark.com/Intel-Core-i5-4670K/Rating/1538
CPU,CM8068403362509,Intel,Core i5-8500T,159,77.8,2268,https://cpu.userbenchmark.com/SpeedTest/532888/IntelR-CoreTM-i5-8500T-CPU---210GHz
CPU,BX80619I73930K,Intel,Core i7-3930K,160,77.6,27278,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487
CPU,,Intel,Xeon X5690,161,77.6,2700,https://cpu.userbenchmark.com/SpeedTest/16752/IntelR-XeonR-CPU-----------X5690----347GHz
CPU,BX80646E31276V3,Intel,Xeon E3-1276 v3,162,77.5,211,https://cpu.userbenchmark.com/SpeedTest/25180/IntelR-XeonR-CPU-E3-1276-v3---360GHz
CPU,,Intel,Xeon E3-1271 v3,163,77.4,906,https://cpu.userbenchmark.com/SpeedTest/17463/IntelR-XeonR-CPU-E3-1271-v3---360GHz
CPU,,AMD,Ryzen 7 4800U,164,77.3,551,https://cpu.userbenchmark.com/SpeedTest/1005639/AMD-Ryzen-7-4800U-with-Radeon-Graphics
CPU,YD2600BBAFBOX,AMD,Ryzen 5 2600,165,77.2,507326,https://cpu.userbenchmark.com/AMD-Ryzen-5-2600/Rating/3955
CPU,,Intel,Xeon E3-1275 v3,166,77.2,259,https://cpu.userbenchmark.com/SpeedTest/5652/IntelR-XeonR-CPU-E3-1275-v3---350GHz
CPU,,Intel,Xeon E3-1230 v5,167,77.2,1490,https://cpu.userbenchmark.com/SpeedTest/72554/IntelR-XeonR-CPU-E3-1230-v5---340GHz
CPU,BX80637I73770K,Intel,Core i7-3770K,168,77.1,123583,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317
CPU,CL8068403373614,Intel,Core i5-8400H,169,77,804,https://cpu.userbenchmark.com/SpeedTest/524256/IntelR-CoreTM-i5-8400H-CPU---250GHz
CPU,BX80646I74790,Intel,Core i7-4790,170,76.9,206673,https://cpu.userbenchmark.com/Intel-Core-i7-4790/Rating/2293
CPU,100-100000284BOX,AMD,Ryzen 3 3100,171,76.8,15248,https://cpu.userbenchmark.com/SpeedTest/1148404/AMD-Ryzen-3-3100-4-Core-Processor
CPU,BX80646I74771,Intel,Core i7-4771,172,76.8,8222,https://cpu.userbenchmark.com/Intel-Core-i7-4771/Rating/2008
CPU,BX80646E31241V3,Intel,Xeon E3-1241 v3,173,76.8,2671,https://cpu.userbenchmark.com/SpeedTest/15164/IntelR-XeonR-CPU-E3-1241-v3---350GHz
CPU,BX80684I38100,Intel,Core i3-8100,174,76.7,79976,https://cpu.userbenchmark.com/Intel-Core-i3-8100/Rating/3942
CPU,YD299XAZAFWOF,AMD,Ryzen TR 2990WX,175,76.7,2178,https://cpu.userbenchmark.com/SpeedTest/560423/AMD-Ryzen-Threadripper-2990WX-32-Core-Processor
